TSA_ID,TSA_Name,Date,DailyCount,DailyDelta,LastUpdateDate
E,Dallas/Ft. Worth,2020-05-06,4538,243,2020-07-25
E,Dallas/Ft. Worth,2020-05-07,4222,-316,2020-07-25
E,Dallas/Ft. Worth,2020-05-08,4257,35,2020-07-25
E,Dallas/Ft. Worth,2020-05-09,4344,87,2020-07-25
E,Dallas/Ft. Worth,2020-05-10,4365,21,2020-07-25
E,Dallas/Ft. Worth,2020-05-11,4352,-13,2020-07-25
E,Dallas/Ft. Worth,2020-05-12,4593,241,2020-07-25
E,Dallas/Ft. Worth,2020-05-13,4280,-313,2020-07-25
E,Dallas/Ft. Worth,2020-05-14,3911,-369,2020-07-25
E,Dallas/Ft. Worth,2020-05-15,4003,92,2020-07-25
E,Dallas/Ft. Worth,2020-05-16,3657,-346,2020-07-25
E,Dallas/Ft. Worth,2020-05-17,3853,196,2020-07-25
E,Dallas/Ft. Worth,2020-05-18,3602,-251,2020-07-25
E,Dallas/Ft. Worth,2020-05-19,4091,489,2020-07-25
E,Dallas/Ft. Worth,2020-05-20,4172,81,2020-07-25
E,Dallas/Ft. Worth,2020-05-21,3668,-504,2020-07-25
E,Dallas/Ft. Worth,2020-05-22,3570,-98,2020-07-25
E,Dallas/Ft. Worth,2020-05-23,3427,-143,2020-07-25
E,Dallas/Ft. Worth,2020-05-24,3404,-23,2020-07-25
E,Dallas/Ft. Worth,2020-05-25,3693,289,2020-07-25
E,Dallas/Ft. Worth,2020-05-26,3813,120,2020-07-25
E,Dallas/Ft. Worth,2020-05-27,3627,-186,2020-07-25
E,Dallas/Ft. Worth,2020-05-28,3336,-291,2020-07-25
E,Dallas/Ft. Worth,2020-05-29,3908,572,2020-07-25
E,Dallas/Ft. Worth,2020-05-30,3535,-373,2020-07-25
E,Dallas/Ft. Worth,2020-05-31,3822,287,2020-07-25
E,Dallas/Ft. Worth,2020-06-01,3872,50,2020-07-25
E,Dallas/Ft. Worth,2020-06-02,3978,106,2020-07-25
E,Dallas/Ft. Worth,2020-06-03,3524,-454,2020-07-25
E,Dallas/Ft. Worth,2020-06-04,3708,184,2020-07-25
E,Dallas/Ft. Worth,2020-06-05,3314,-394,2020-07-25
E,Dallas/Ft. Worth,2020-06-06,3370,56,2020-07-25
E,Dallas/Ft. Worth,2020-06-07,3444,74,2020-07-25
E,Dallas/Ft. Worth,2020-06-08,3291,-153,2020-07-25
E,Dallas/Ft. Worth,2020-06-09,3314,23,2020-07-25
E,Dallas/Ft. Worth,2020-06-10,3028,-286,2020-07-25
E,Dallas/Ft. Worth,2020-06-11,2934,-94,2020-07-25
E,Dallas/Ft. Worth,2020-06-12,2926,-8,2020-07-25
E,Dallas/Ft. Worth,2020-06-13,2948,22,2020-07-25
E,Dallas/Ft. Worth,2020-06-14,3307,359,2020-07-25
E,Dallas/Ft. Worth,2020-06-15,3074,-233,2020-07-25
E,Dallas/Ft. Worth,2020-06-16,3382,308,2020-07-25
E,Dallas/Ft. Worth,2020-06-17,3113,-269,2020-07-25
E,Dallas/Ft. Worth,2020-06-18,3037,-76,2020-07-25
E,Dallas/Ft. Worth,2020-06-19,3031,-6,2020-07-25
E,Dallas/Ft. Worth,2020-06-20,3057,26,2020-07-25
E,Dallas/Ft. Worth,2020-06-21,3177,120,2020-07-25
